chr,start,end,width,strand,L,area,beta,stat,pval,qval,index.start,index.end,index.width,mid,direction,is_sig
chr21,23124022,23125722,1701,*,12,2.9901085026055636,0.5139496358015123,1.4703400932322754,0.4057671407645419,0.973418827475549,85904,85915,12,23124872,Hyper (ALS>Ctrl),FALSE
chr21,20912177,20912675,499,*,6,0.3991350917713636,0.34496848238556854,1.4702856467878629,0.40579667343949344,0.973418827475549,71808,71813,6,20912426,Hyper (ALS>Ctrl),FALSE
chr21,33184949,33185544,596,*,5,0.5770418648098103,0.8467096730143493,1.470179349652424,0.40582620611444503,0.973418827475549,172304,172308,5,33185246,Hyper (ALS>Ctrl),FALSE
chr21,25501399,25501661,263,*,4,0.6441272812752394,0.7114329470428903,1.470135070320312,0.40583211264943536,0.973418827475549,102897,102900,4,25501530,Hyper (ALS>Ctrl),FALSE
chr21,33219784,33220386,603,*,5,0.680025558742227,0.5456278290013026,1.4699330561605404,0.4058911779993385,0.973418827475549,172616,172620,5,33220085,Hyper (ALS>Ctrl),FALSE
chr21,27939758,27940387,630,*,5,1.161406039159975,-0.5776165456918693,-1.4696968670126649,0.4059443368142513,0.973418827475549,123227,123231,5,27940072,Hypo (ALS<Ctrl),FALSE
chr21,23194626,23195320,695,*,5,1.392734818414607,0.805479995748333,1.4696938456699067,0.40596205641922223,0.973418827475549,86327,86331,5,23194973,Hyper (ALS>Ctrl),FALSE
chr21,35646445,35646717,273,*,4,0.6669138416430956,0.638932004498075,1.4696912404639841,0.40597977602419316,0.973418827475549,195718,195721,4,35646581,Hyper (ALS>Ctrl),FALSE
chr21,20012435,20013677,1243,*,11,2.8146050364096125,-0.4040890019099287,-1.469582259318198,0.40603293483910596,0.973418827475549,65254,65264,11,20013056,Hypo (ALS<Ctrl),FALSE
chr21,19179660,19180428,769,*,10,1.771138361179006,-0.4882101110799931,-1.4690723788388587,0.4061746916788735,0.973418827475549,59469,59478,10,19180044,Hypo (ALS<Ctrl),FALSE
chr21,37050108,37050539,432,*,6,1.165829877165197,-0.85315898692573,-1.4689192595829985,0.4062337570287766,0.973418827475549,213371,213376,6,37050323,Hypo (ALS<Ctrl),FALSE
chr21,20854726,20855084,359,*,5,2.3379109472691715,-0.9109534508833336,-1.4688580119847474,0.40625147663374755,0.973418827475549,71359,71363,5,20854905,Hypo (ALS<Ctrl),FALSE
chr21,22441339,22441649,311,*,3,0.28578620761495144,-0.6417297535402895,-1.468802528012031,0.4063105419836507,0.973418827475549,81195,81197,3,22441494,Hypo (ALS<Ctrl),FALSE
chr21,20439619,20439792,174,*,3,1.6791073053365384,-0.9984115395340081,-1.468732819960997,0.40633416812361195,0.973418827475549,68307,68309,3,20439705,Hypo (ALS<Ctrl),FALSE
chr21,20084342,20085493,1152,*,6,1.3910921453385228,-0.35757569992241883,-1.4687280126606372,0.40633416812361195,0.973418827475549,65731,65736,6,20084917,Hypo (ALS<Ctrl),FALSE
chr21,41495046,41495581,536,*,10,1.841908264897958,-0.5136529663457071,-1.4686175117328448,0.4063991400085054,0.973418827475549,259709,259718,10,41495313,Hypo (ALS<Ctrl),FALSE
chr21,28237974,28239650,1677,*,3,0.6380839571567383,0.6991544828568862,1.4684854393931108,0.40646411189339887,0.973418827475549,125396,125398,3,28238812,Hyper (ALS>Ctrl),FALSE
chr21,25947283,25947877,595,*,7,0.9847407432228901,-0.52631345918478,-1.4684014642096006,0.4064818314983698,0.973418827475549,107177,107183,7,25947580,Hypo (ALS<Ctrl),FALSE
chr21,29574915,29574989,75,*,12,0.699950883262972,0.4839468443736783,1.4683010884496246,0.4065704295232245,0.973418827475549,136157,136168,12,29574952,Hyper (ALS>Ctrl),FALSE
chr21,33288303,33289468,1166,*,13,4.848147664352888,0.49119121939119353,1.4681648708211374,0.40663540140811794,0.973418827475549,173333,173345,13,33288885,Hyper (ALS>Ctrl),FALSE
chr21,42817738,42818117,380,*,4,1.3811158990422632,1.0409425931074858,1.4681647349455138,0.40663540140811794,0.973418827475549,279130,279133,4,42817927,Hyper (ALS>Ctrl),FALSE
chr21,31370195,31370237,43,*,4,0.8947194000793665,-0.6720932925424643,-1.4680280817185534,0.40669446675802107,0.973418827475549,151717,151720,4,31370216,Hypo (ALS<Ctrl),FALSE
chr21,33643895,33645192,1298,*,18,2.4610788758897395,-0.37572887048865927,-1.4679504445714555,0.40671809289798233,0.973418827475549,176245,176262,18,33644543,Hypo (ALS<Ctrl),FALSE
chr21,38787142,38790238,3097,*,31,6.59458942905391,0.22167283066786636,1.4679443231031322,0.40671809289798233,0.973418827475549,230977,231007,31,38788690,Hyper (ALS>Ctrl),FALSE
chr21,27072198,27072699,502,*,4,0.6344517440464954,0.43786986515391957,1.4676943587038518,0.40678897131786607,0.973418827475549,116933,116936,4,27072448,Hyper (ALS>Ctrl),FALSE
chr21,28800051,28800131,81,*,6,0.9556379367072152,-0.4227535115228757,-1.4676612401691067,0.4068007843878467,0.973418827475549,129122,129127,6,28800091,Hypo (ALS<Ctrl),FALSE
chr21,32017585,32018307,723,*,10,1.6237667370587399,0.47433548803325876,1.4676433487629035,0.4068007843878467,0.973418827475549,159712,159721,10,32017946,Hyper (ALS>Ctrl),FALSE
chr21,40937199,40937983,785,*,4,0.6766004523450192,0.536986663832222,1.467598771410686,0.4068362235977886,0.973418827475549,253373,253376,4,40937591,Hyper (ALS>Ctrl),FALSE
chr21,38648883,38649204,322,*,7,0.46062324079155575,-0.3343473820581931,-1.4675760647982923,0.40685984973774986,0.973418827475549,229277,229283,7,38649043,Hypo (ALS<Ctrl),FALSE
chr21,35985107,35985246,140,*,4,1.3850673589347124,0.8638741885852066,1.4672611212655795,0.4069602608325852,0.973418827475549,198783,198786,4,35985176,Hyper (ALS>Ctrl),FALSE
chr21,34277851,34278026,176,*,5,0.6341267305234268,0.8434942391238713,1.4663905676048579,0.40735009214194584,0.973418827475549,183329,183333,5,34277938,Hyper (ALS>Ctrl),FALSE
chr21,20133508,20133856,349,*,5,0.598860470039221,-0.7249286856867482,-1.4663849701218514,0.40735009214194584,0.973418827475549,66110,66114,5,20133682,Hypo (ALS<Ctrl),FALSE
chr21,35881928,35882933,1006,*,13,3.411448017361794,-0.4354047425341038,-1.4662876163668006,0.40739143788687804,0.973418827475549,197869,197881,13,35882430,Hypo (ALS<Ctrl),FALSE
chr21,45864620,45864718,99,*,6,0.6345708617249844,0.7285565592202495,1.4661992001743676,0.40742097056182963,0.973418827475549,313929,313934,6,45864669,Hyper (ALS>Ctrl),FALSE
chr21,38709595,38709858,264,*,12,1.4992837162977657,-0.20931375418389342,-1.4661239501388386,0.40744459670179084,0.973418827475549,230028,230039,12,38709726,Hypo (ALS<Ctrl),FALSE
chr21,17924374,17924643,270,*,4,0.5638068980311164,-0.7823854633686383,-1.4660871660532557,0.40745050323678117,0.973418827475549,50979,50982,4,17924508,Hypo (ALS<Ctrl),FALSE
chr21,45544542,45544679,138,*,6,0.838347593792135,0.42757439587373847,1.4658800940608245,0.40754500779662617,0.973418827475549,310120,310125,6,45544610,Hyper (ALS>Ctrl),FALSE
chr21,31617902,31618379,478,*,4,0.7572533975177056,-0.55108725505007,-1.4657177114926125,0.40760997968151963,0.973418827475549,155197,155200,4,31618140,Hypo (ALS<Ctrl),FALSE
chr21,37728018,37728631,614,*,10,1.3816308743297825,-0.23096354330957455,-1.4656817930298527,0.40762769928649056,0.973418827475549,220493,220502,10,37728324,Hypo (ALS<Ctrl),FALSE
chr21,40489910,40490622,713,*,7,1.0490519150718585,-0.6052836637946412,-1.4656571763472717,0.40762769928649056,0.973418827475549,249174,249180,7,40490266,Hypo (ALS<Ctrl),FALSE
chr21,37640107,37641422,1316,*,9,1.7232486760965013,-0.39275505498504815,-1.4655847268597784,0.40766313849643243,0.973418827475549,219605,219613,9,37640764,Hypo (ALS<Ctrl),FALSE
chr21,45014675,45014819,145,*,5,0.7752979620346375,-0.9745621885699847,-1.465496894487301,0.40770448424136463,0.973418827475549,302925,302929,5,45014747,Hypo (ALS<Ctrl),FALSE
chr21,23621149,23622806,1658,*,7,3.8946272397134556,0.6417351105246016,1.465480256642305,0.40771039077635496,0.973418827475549,89298,89304,7,23621977,Hyper (ALS>Ctrl),FALSE
chr21,40904708,40906347,1640,*,24,3.319739201760924,-0.3511981588394076,-1.465440877828745,0.40772220384633556,0.973418827475549,253088,253111,24,40905527,Hypo (ALS<Ctrl),FALSE
chr21,33905535,33906000,466,*,4,0.7860047972250703,-0.6840520491923952,-1.4654099580006996,0.40775173652128716,0.973418827475549,179448,179451,4,33905767,Hypo (ALS<Ctrl),FALSE
chr21,28824229,28824971,743,*,7,1.2491791527017466,-0.6309008749240305,-1.4650850963668531,0.4078934933610547,0.973418827475549,129274,129280,7,28824600,Hypo (ALS<Ctrl),FALSE
chr21,41788693,41788908,216,*,3,0.163735626028361,0.801094426704745,1.4649047002619457,0.40797027831592875,0.973418827475549,263851,263853,3,41788800,Hyper (ALS>Ctrl),FALSE
chr21,30480713,30481777,1065,*,4,1.99838928570009,-0.855822495482604,-1.4648192257880872,0.4080057175258706,0.973418827475549,143416,143419,4,30481245,Hypo (ALS<Ctrl),FALSE
chr21,37977092,37977240,149,*,3,0.461428909766402,0.8680014167282326,1.4646597983949585,0.4081002220857156,0.973418827475549,222810,222812,3,37977166,Hyper (ALS>Ctrl),FALSE
chr21,22095761,22095852,92,*,3,0.6771364385292051,0.3107423921625986,1.4646509205824005,0.4081002220857156,0.973418827475549,80238,80240,3,22095806,Hyper (ALS>Ctrl),FALSE
chr21,45139434,45139702,269,*,5,1.4904056640709578,-1.1411273683804548,-1.464278939408373,0.40823607239049287,0.973418827475549,304714,304718,5,45139568,Hypo (ALS<Ctrl),FALSE
chr21,33686532,33687058,527,*,6,1.3303391512879668,-0.4392682687599627,-1.464199079004865,0.4082596985304541,0.973418827475549,176736,176741,6,33686795,Hypo (ALS<Ctrl),FALSE
chr21,18381510,18383063,1554,*,13,2.3755206227248125,-0.4299555363484463,-1.46415420261163,0.40828923120540567,0.973418827475549,54196,54208,13,18382286,Hypo (ALS<Ctrl),FALSE
chr21,40400370,40401618,1249,*,7,1.7064546304093087,-0.5919957050795236,-1.4641243914028488,0.40831285734536693,0.973418827475549,248366,248372,7,40400994,Hypo (ALS<Ctrl),FALSE
chr21,22985587,22986180,594,*,3,0.42818504985274763,0.8262046854321775,1.4640186569989573,0.40834239002031847,0.973418827475549,84912,84914,3,22985883,Hyper (ALS>Ctrl),FALSE
chr21,30451127,30451618,492,*,12,1.3171159617851322,-0.2850217447886237,-1.4637933202377436,0.408484146860086,0.973418827475549,143180,143191,12,30451372,Hypo (ALS<Ctrl),FALSE
chr21,20024971,20025131,161,*,5,0.6988537044943093,-0.7422177397028645,-1.4637630195257538,0.4085136795350376,0.973418827475549,65378,65382,5,20025051,Hypo (ALS<Ctrl),FALSE
chr21,45550601,45551469,869,*,14,1.720741267433198,0.5981060569183635,1.4637503220567079,0.4085136795350376,0.973418827475549,310206,310219,14,45551035,Hyper (ALS>Ctrl),FALSE
chr21,40186395,40186468,74,*,4,0.3758503744652264,-1.015606791457949,-1.46371125293838,0.4085373056749988,0.973418827475549,246305,246308,4,40186431,Hypo (ALS<Ctrl),FALSE
chr21,16027665,16029577,1913,*,10,1.8406298166124417,-0.40648716677084246,-1.4634791661391995,0.4086613429097954,0.973418827475549,38570,38579,10,16028621,Hypo (ALS<Ctrl),FALSE
chr21,38994414,38994513,100,*,5,0.6227157954854443,0.5090491415213468,1.4634286216173185,0.4086672494447857,0.973418827475549,233329,233333,5,38994463,Hyper (ALS>Ctrl),FALSE
chr21,44892477,44892889,413,*,6,0.790128408659785,0.5341303514444014,1.4634182299135752,0.40867315597977605,0.973418827475549,301316,301321,6,44892683,Hyper (ALS>Ctrl),FALSE
chr21,27551567,27552603,1037,*,7,3.584113731171248,-0.7461016627279267,-1.4631270418984113,0.40877947360960165,0.973418827475549,120492,120498,7,27552085,Hypo (ALS<Ctrl),FALSE
chr21,26607525,26608823,1299,*,10,2.5014912194324124,-0.43194241270262596,-1.4631153999169022,0.40877947360960165,0.973418827475549,113128,113137,10,26608174,Hypo (ALS<Ctrl),FALSE
chr21,19764415,19765445,1031,*,6,2.7879066133912125,-0.5318746264119399,-1.4630359514058915,0.4088149128195435,0.973418827475549,63477,63482,6,19764930,Hypo (ALS<Ctrl),FALSE
chr21,22317441,22317703,263,*,5,0.6836021080969925,-0.5406120320210605,-1.4629494528410794,0.4088444454944951,0.973418827475549,80396,80400,5,22317572,Hypo (ALS<Ctrl),FALSE
chr21,42171745,42172588,844,*,7,2.050342005265421,-0.6171718409321908,-1.4629295600910555,0.40885035202948544,0.973418827475549,269777,269783,7,42172166,Hypo (ALS<Ctrl),FALSE
chr21,35856672,35857049,378,*,3,0.3469636778944081,-0.8807337189517709,-1.4627114655650282,0.40894485658933044,0.973418827475549,197668,197670,3,35856860,Hypo (ALS<Ctrl),FALSE
chr21,41861239,41861708,470,*,5,0.39062512099620317,-0.4039702746782389,-1.462647694264333,0.4089625761943014,0.973418827475549,265069,265073,5,41861473,Hypo (ALS<Ctrl),FALSE
chr21,20371381,20373422,2042,*,32,5.817428764609856,-0.25655361996876863,-1.4624244451594237,0.40908661342909797,0.973418827475549,67781,67812,32,20372401,Hypo (ALS<Ctrl),FALSE
chr21,37501944,37502354,411,*,4,0.36655354702113907,0.46813183024127447,1.4622983067633817,0.40912795917403016,0.973418827475549,218051,218054,4,37502149,Hyper (ALS>Ctrl),FALSE
chr21,16450093,16450178,86,*,4,0.41972398537951944,0.5652638089923226,1.4621793235523102,0.40917521145395264,0.973418827475549,41793,41796,4,16450135,Hyper (ALS>Ctrl),FALSE
chr21,13582968,13583228,261,*,3,0.6683730353097945,0.6870456628344359,1.4621615343893182,0.40918111798894297,0.973418827475549,22465,22467,3,13583098,Hyper (ALS>Ctrl),FALSE
chr21,25632157,25633034,878,*,5,0.5463428007978055,-0.6841803985106472,-1.4620285557236163,0.40923427680385577,0.973418827475549,103873,103877,5,25632595,Hypo (ALS<Ctrl),FALSE
chr21,33985897,33985999,103,*,7,0.534075216203975,-0.6071099824602076,-1.4617498034787926,0.4093405944336814,0.973418827475549,180312,180318,7,33985948,Hypo (ALS<Ctrl),FALSE
chr21,10737037,10737116,80,*,5,0.3101406766492846,-0.3190741902093469,-1.4616892454548525,0.40934650096867176,0.973418827475549,16958,16962,5,10737076,Hypo (ALS<Ctrl),FALSE
chr21,35541317,35541531,215,*,4,0.30895110699678574,-0.5328000042739264,-1.4616702756671478,0.4093642205736427,0.973418827475549,194735,194738,4,35541424,Hypo (ALS<Ctrl),FALSE
chr21,19055041,19055061,21,*,3,0.19464245783700587,0.7431405880311812,1.4614440797869326,0.40945281859849736,0.973418827475549,58632,58634,3,19055051,Hyper (ALS>Ctrl),FALSE
chr21,19078347,19078379,33,*,5,0.49312284551347296,-0.4075345216590472,-1.4613960421288463,0.4094587251334877,0.973418827475549,58745,58749,5,19078363,Hypo (ALS<Ctrl),FALSE
chr21,33928476,33929107,632,*,3,0.25020787160487684,-0.7301527648240785,-1.4613239579531179,0.40948235127344895,0.973418827475549,179717,179719,3,33928791,Hypo (ALS<Ctrl),FALSE
chr21,43365077,43365646,570,*,5,0.5550633569958324,0.48059442272364805,1.4612808231813754,0.4095000708784199,0.973418827475549,284411,284415,5,43365361,Hyper (ALS>Ctrl),FALSE
chr21,33142688,33143313,626,*,8,0.8771781940293023,-0.2386311217657876,-1.4612772930915645,0.4095059774134102,0.973418827475549,171764,171771,8,33143000,Hypo (ALS<Ctrl),FALSE
chr21,27121309,27121926,618,*,7,0.7151842325765018,-0.4864777827819259,-1.4607685651792295,0.40967136039313895,0.973418827475549,117336,117342,7,27121617,Hypo (ALS<Ctrl),FALSE
chr21,37974600,37974692,93,*,3,0.5211135924289764,-0.6692934022575094,-1.460509538620657,0.40988990218778054,0.973418827475549,222779,222781,3,37974646,Hypo (ALS<Ctrl),FALSE
chr21,17881229,17881499,271,*,6,1.058157691143568,-0.4870981262657483,-1.4602692787572051,0.4099844067476256,0.973418827475549,50561,50566,6,17881364,Hypo (ALS<Ctrl),FALSE
chr21,21333098,21333976,879,*,5,1.0665738292052718,0.5146866907762532,1.4601976119951188,0.41001984595756746,0.973418827475549,75120,75124,5,21333537,Hyper (ALS>Ctrl),FALSE
chr21,19442876,19443458,583,*,3,1.534031113553291,-1.2072064436530607,-1.4599678935997071,0.41010844398242213,0.973418827475549,61290,61292,3,19443167,Hypo (ALS<Ctrl),FALSE
chr21,42157116,42157435,320,*,20,3.3335659421908255,-0.529205284400266,-1.4598816039556686,0.41014978972735433,0.973418827475549,269557,269576,20,42157275,Hypo (ALS<Ctrl),FALSE
chr21,41476009,41476256,248,*,6,0.9044435586217849,-0.4628457738720567,-1.4598648340567641,0.41014978972735433,0.973418827475549,259380,259385,6,41476132,Hypo (ALS<Ctrl),FALSE
chr21,40156377,40156906,530,*,4,0.5319191253759614,-0.6926914538900695,-1.4598474341968533,0.41015569626234466,0.973418827475549,245976,245979,4,40156641,Hypo (ALS<Ctrl),FALSE
chr21,31098859,31099077,219,*,14,0.7910277198535657,0.2956837151596201,1.4597610270172217,0.4101852289372962,0.973418827475549,148251,148264,14,31098968,Hyper (ALS>Ctrl),FALSE
chr21,10005891,10006586,696,*,5,2.002025207287423,0.6087825142465024,1.4595921386988313,0.4102738269621509,0.973418827475549,10141,10145,5,10006238,Hyper (ALS>Ctrl),FALSE
chr21,12993031,12993569,539,*,8,0.9678686440149807,0.39707516672146864,1.459490558891005,0.4103387988470444,0.973418827475549,19399,19406,8,12993300,Hyper (ALS>Ctrl),FALSE
chr21,19514160,19514797,638,*,4,0.7773559302405575,-0.501097611766765,-1.4594567230607085,0.4103683315219959,0.973418827475549,61789,61792,4,19514478,Hypo (ALS<Ctrl),FALSE
chr21,39955445,39956039,595,*,4,0.730914053094285,-0.6399302077734444,-1.4593104441363334,0.4104392099418797,0.973418827475549,244077,244080,4,39955742,Hypo (ALS<Ctrl),FALSE
chr21,8207715,8207760,46,*,10,6.94186309882532,-0.5053786550333443,-1.4590270408013395,0.410557340641686,0.973418827475549,3698,3707,10,8207737,Hypo (ALS<Ctrl),FALSE
chr21,23580283,23581537,1255,*,8,1.315603666211998,0.5058168372005194,1.4589929420521528,0.41056324717667625,0.973418827475549,88976,88983,8,23580910,Hyper (ALS>Ctrl),FALSE
chr21,28376365,28376769,405,*,6,1.0597378811208515,0.5559094684858789,1.4587898860701836,0.41068137787648257,0.973418827475549,126254,126259,6,28376567,Hyper (ALS>Ctrl),FALSE
chr21,25339521,25340040,520,*,5,1.0593082140188277,-0.7214639585789959,-1.4586286790467442,0.4107640693663469,0.973418827475549,101821,101825,5,25339780,Hypo (ALS<Ctrl),FALSE
chr21,31475873,31476389,517,*,8,1.8640295661885955,-0.7477902675745078,-1.4585802927971372,0.41077588243632757,0.973418827475549,153210,153217,8,31476131,Hypo (ALS<Ctrl),FALSE
chr21,38862190,38862343,154,*,4,1.209623478501782,-0.9266509546085374,-1.458562865481309,0.41078178897131784,0.973418827475549,231847,231850,4,38862266,Hypo (ALS<Ctrl),FALSE
chr21,34230882,34231210,329,*,3,0.18105841249714094,-0.8858884352343878,-1.458556183365313,0.41078769550630817,0.973418827475549,182943,182945,3,34231046,Hypo (ALS<Ctrl),FALSE
chr21,39565365,39566151,787,*,12,2.2126969279027233,-0.3379872830173918,-1.458139699131993,0.4109589850210273,0.973418827475549,239781,239792,12,39565758,Hypo (ALS<Ctrl),FALSE
chr21,16573165,16573522,358,*,3,0.2953500130680905,-0.5361781424915782,-1.4579971783755208,0.4110121438359401,0.973418827475549,42798,42800,3,16573343,Hypo (ALS<Ctrl),FALSE
chr21,39322808,39323294,487,*,4,0.5689236669169975,-0.5156453931098697,-1.457901267289681,0.4110653026508529,0.973418827475549,236952,236955,4,39323051,Hypo (ALS<Ctrl),FALSE
chr21,29749859,29750845,987,*,8,0.8416669671292083,-0.402182901693464,-1.457893070134006,0.4110712091858432,0.973418827475549,137753,137760,8,29750352,Hypo (ALS<Ctrl),FALSE
chr21,10039573,10039613,41,*,5,0.6063339542714983,-0.7240645173219642,-1.4577929363948354,0.4111066483957851,0.973418827475549,10366,10370,5,10039593,Hypo (ALS<Ctrl),FALSE
chr21,31328310,31328866,557,*,9,0.7524916775890902,-0.33773519433704074,-1.4575818607582953,0.4112306856305817,0.973418827475549,151219,151227,9,31328588,Hypo (ALS<Ctrl),FALSE
chr21,30479138,30479323,186,*,4,1.8256675425444877,-1.0362842643848817,-1.4575673573937948,0.4112306856305817,0.973418827475549,143404,143407,4,30479230,Hypo (ALS<Ctrl),FALSE
chr21,31464321,31464435,115,*,5,0.27795668290709674,-0.4288909853718648,-1.457508872594963,0.41126612484052355,0.973418827475549,153000,153004,5,31464378,Hypo (ALS<Ctrl),FALSE
chr21,19417772,19417912,141,*,6,1.7434537254102924,1.114852550565909,1.4570622338952726,0.41149057317015547,0.973418827475549,61123,61128,6,19417842,Hyper (ALS>Ctrl),FALSE
chr21,7929090,7929985,896,*,28,3.1382941899563472,-0.16045336744843824,-1.456990993572904,0.41152601238009734,0.973418827475549,2469,2496,28,7929537,Hypo (ALS<Ctrl),FALSE
chr21,35326229,35326505,277,*,5,1.619837507118934,0.5337885217103875,1.4569082313122557,0.4115614515900392,0.973418827475549,192824,192828,5,35326367,Hyper (ALS>Ctrl),FALSE
chr21,10339433,10339884,452,*,7,1.3138268407698734,-0.42604286720571427,-1.456848576590812,0.41157917119501014,0.973418827475549,11163,11169,7,10339658,Hypo (ALS<Ctrl),FALSE
chr21,45695207,45695819,613,*,5,0.3586230072473337,0.42495648436591243,1.4566166237332774,0.4116559561498842,0.973418827475549,311889,311893,5,45695513,Hyper (ALS>Ctrl),FALSE
chr21,19644386,19645704,1319,*,3,0.4472475637546184,0.9661545038347641,1.4565789786495864,0.4116736757548552,0.973418827475549,62660,62662,3,19645045,Hyper (ALS>Ctrl),FALSE
chr21,18128026,18128742,717,*,20,2.6471963692566476,0.6180030504428674,1.4565502808173711,0.4116736757548552,0.973418827475549,52245,52264,20,18128384,Hyper (ALS>Ctrl),FALSE
chr21,15449770,15450088,319,*,4,0.6970125179751686,-0.5455785329681179,-1.4563971250155376,0.41175636724471953,0.973418827475549,34104,34107,4,15449929,Hypo (ALS<Ctrl),FALSE
chr21,35982857,35983738,882,*,8,0.8135301830461502,-0.6259389951737809,-1.4562465159809148,0.41180361952464206,0.973418827475549,198755,198762,8,35983297,Hypo (ALS<Ctrl),FALSE
chr21,21263801,21264859,1059,*,5,0.6153340212368474,-0.4349390372137954,-1.4560824848964837,0.41183905873458393,0.973418827475549,74640,74644,5,21264330,Hypo (ALS<Ctrl),FALSE
chr21,28583571,28583574,4,*,3,0.40516192404667806,-0.726672985053469,-1.4560167883251112,0.4118744979445258,0.973418827475549,127551,127553,3,28583572,Hypo (ALS<Ctrl),FALSE
chr21,18280372,18280520,149,*,4,0.5549922080854799,-0.5306098082601602,-1.4559319234743218,0.4119099371544677,0.973418827475549,53438,53441,4,18280446,Hypo (ALS<Ctrl),FALSE
chr21,19051962,19052132,171,*,5,2.7982320561332568,0.90171906257814,1.4556576908194174,0.41203397438926426,0.973418827475549,58612,58616,5,19052047,Hyper (ALS>Ctrl),FALSE
chr21,19197294,19197417,124,*,6,0.5755540000030402,-0.5517383922771443,-1.4555702767084955,0.4120989462741577,0.973418827475549,59584,59589,6,19197355,Hypo (ALS<Ctrl),FALSE
chr21,29310921,29312031,1111,*,7,0.7108109980291094,0.36986599412486876,1.4555314175135725,0.4121107593441384,0.973418827475549,133837,133843,7,29311476,Hyper (ALS>Ctrl),FALSE
chr21,34893150,34893339,190,*,5,1.2466140672442656,0.6326156146724987,1.455509923892791,0.4121284789491093,0.973418827475549,188701,188705,5,34893244,Hyper (ALS>Ctrl),FALSE
chr21,8759265,8759717,453,*,26,7.1519494597790505,0.31302244214262925,1.4555066200774338,0.4121402920190899,0.973418827475549,4582,4607,26,8759491,Hyper (ALS>Ctrl),FALSE
chr21,44883069,44883651,583,*,15,4.612725190186939,0.5532589858709234,1.4554954094162238,0.4121521050890706,0.973418827475549,301193,301207,15,44883360,Hyper (ALS>Ctrl),FALSE
chr21,39490385,39490664,280,*,7,0.734106638655097,-0.5025138284821851,-1.4554608613108124,0.4121698246940415,0.973418827475549,239027,239033,7,39490524,Hypo (ALS<Ctrl),FALSE
chr21,20385300,20387454,2155,*,7,2.8321144210856266,-0.5537260450275271,-1.4552242947429241,0.4122466096489156,0.973418827475549,67892,67898,7,20386377,Hypo (ALS<Ctrl),FALSE
chr21,23233775,23234192,418,*,7,2.4694974116175064,0.7607311070956481,1.455213750217998,0.41227023578887684,0.973418827475549,86559,86565,7,23233983,Hyper (ALS>Ctrl),FALSE
chr21,22981288,22981736,449,*,5,1.6088479804465796,0.8413058985681375,1.4550633600848757,0.41238245995369277,0.973418827475549,84892,84896,5,22981512,Hyper (ALS>Ctrl),FALSE
chr21,37684713,37685194,482,*,8,0.9133321981866527,0.6306400494491198,1.4550544956800147,0.41238245995369277,0.973418827475549,220063,220070,8,37684953,Hyper (ALS>Ctrl),FALSE
chr21,43749395,43749494,100,*,3,0.7070350169256401,1.006520808538324,1.4548615679193606,0.41250059065349903,0.973418827475549,287184,287186,3,43749444,Hyper (ALS>Ctrl),FALSE
chr21,21987336,21988024,689,*,7,0.4900897996358737,0.46305371701338816,1.4547772056813768,0.4125242167934603,0.973418827475549,79509,79515,7,21987680,Hyper (ALS>Ctrl),FALSE
chr21,19260950,19261470,521,*,6,1.0860465308904148,-0.6826185160040155,-1.4547610962353725,0.41253012332845057,0.973418827475549,60049,60054,6,19261210,Hypo (ALS<Ctrl),FALSE
chr21,28880674,28880794,121,*,5,0.868577881375043,0.43449432990532094,1.4543485187247343,0.41265416056324716,0.973418827475549,129711,129715,5,28880734,Hyper (ALS>Ctrl),FALSE
chr21,22887742,22888823,1082,*,6,2.0737593514403034,0.7124232055223068,1.454277700644456,0.41269550630817936,0.973418827475549,84303,84308,6,22888282,Hyper (ALS>Ctrl),FALSE
chr21,29404061,29406289,2229,*,12,2.893629342441605,-0.40457210517821934,-1.454221984956519,0.41270731937816,0.973418827475549,134744,134755,12,29405175,Hypo (ALS<Ctrl),FALSE
chr21,38588083,38588269,187,*,7,0.7730454422714375,0.37075278747904966,1.4532342106702671,0.41312077682748194,0.973418827475549,228697,228703,7,38588176,Hyper (ALS>Ctrl),FALSE
chr21,14151589,14152050,462,*,5,0.9261919624154922,0.9356022054645328,1.4532100918963513,0.4131266833624722,0.973418827475549,24941,24945,5,14151819,Hyper (ALS>Ctrl),FALSE
chr21,20868194,20869775,1582,*,12,2.4835843903007273,0.40149231962375126,1.4531639213306156,0.4131384964324529,0.973418827475549,71460,71471,12,20868984,Hyper (ALS>Ctrl),FALSE
chr21,40248883,40249320,438,*,6,1.1921385930676458,-0.687086047227633,-1.453143152991977,0.4131444029674432,0.973418827475549,246854,246859,6,40249101,Hypo (ALS<Ctrl),FALSE
chr21,30659668,30659834,167,*,3,0.7826427076480589,0.8675956229936982,1.453122442010768,0.41316212257241414,0.973418827475549,144728,144730,3,30659751,Hyper (ALS>Ctrl),FALSE
chr21,27598289,27598960,672,*,9,1.3889267232417715,0.40830071322711087,1.4528752140512673,0.41326844020223974,0.973418827475549,120808,120816,9,27598624,Hyper (ALS>Ctrl),FALSE
chr21,35830320,35831313,994,*,6,0.6469242154496416,0.4323915386754177,1.4525905940323922,0.41338066436705573,0.973418827475549,197438,197443,6,35830816,Hyper (ALS>Ctrl),FALSE
chr21,29895296,29895753,458,*,7,1.0270067170209127,-0.26596159768656563,-1.452295437497103,0.41344563625194913,0.973418827475549,139014,139020,7,29895524,Hypo (ALS<Ctrl),FALSE
